"This worksheet includes one table, with columns A through AV. Blank cells within the table indicate that there is no data for that element.  The table includes data, organized by School, such as county, district, and school codes and names. The table also includes basic information about the school such as address, grade levels, and contacts."
New Jersey School Directory
Public Schools
County Code,County Name,District Code,District Name,School Code,School Name,Princ. Title,Princ. First Name,Princ. Last Name,Princ. Title 2,Princ. Email,Address1,Address2,City,State,Zip,Mailing Address1,Mailing Address2,Mailing City,Mailing State,Mailing Zip,HIB Title1,HIB First Nname,HIB Last Name,HIB Title2,Homeless Liaison Title1,Homeless Liaison First Name,Homeless Liaison Last Name,Homeless Liaison Title2,Phone,Pre-K,Kindergarten,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Post Grad,Adult Ed.,NCES Code
"=""21""",MERCER,"=""1430""",Ewing Township School District,"=""130""",Parkway Elementary School,Mrs.,Michelle,Conway,School Principal,mconway@ewingboe.org,446 PARKWAY AVENUE," ",EWING,NJ,"=""08618-2605""",446 PARKWAY AVENUE," ",EWING,NJ,"=""08618-2605""",Mr.,Robert,Odri,Anti-Bullying Specialist,,,,,"=""609-538-9800""",1,1,1,1,1,1,1,,,,,,,,,,"=""03082"""
"=""21""",MERCER,"=""1430""",Ewing Township School District,"=""140""",William L Antheil Elementary School,Mr.,Clifford,Harrison,School Principal,charrison@ewingboe.org,339 EWINGVILLE ROAD," ",EWING,NJ,"=""08638-1721""",339 EWINGVILLE ROAD," ",EWING,NJ,"=""08638-1721""",Ms.,Leah,Rodriguez,Anti-Bullying Specialist,,,,,"=""609-538-9800""",1,1,1,1,1,1,1,,,,,,,,,,"=""03086"""
"=""21""",MERCER,"=""1950""",Hamilton Township Public School District,"=""070""",Albert E Grice Middle School,Mr.,Dwayne,Walker,School Principal,dwalker@htsdnj.org,901 WHITEHORSE HAMILTON SQ," ",HAMILTON,NJ,"=""08610-1426""",901 WHITEHORSE HAMILTON SQ," ",HAMILTON,NJ,"=""08610-1426""",Ms.,Andrea,Garvey,Anti-Bullying Specialist,,,,,"=""609-631-4152""",,,,,,,,1,1,1,,,,,,,"=""03094"""
"=""21""",MERCER,"=""1950""",Hamilton Township Public School District,"=""085""",Alexander Elementary School,Mr.,Joseph,Bookholdt,School Principal,jbookholdt@htsdnj.org,20 ROBERT FROST DRIVE," ",HAMILTON,NJ,"=""08690-2331""",20 ROBERT FROST DRIVE," ",HAMILTON,NJ,"=""08690-2331""",Ms.,Megan,Carrigg,Anti-Bullying Specialist,,,,,"=""609-631-4148""",1,1,1,1,1,1,1,,,,,,,,,,"=""03100"""
"=""21""",MERCER,"=""1950""",Hamilton Township Public School District,"=""080""",Emily C. Reynolds Middle School,Mrs.,Patricia,Landolfi-Collins,School Principal,pcollins@htsdnj.org,2145 YARDVILLE HAMILTON SQ," ",HAMILTON,NJ,"=""08690""",2145 YARDVILLE HAMILTON SQ," ",HAMILTON,NJ,"=""08690""",Ms.,Marjorie,Fleck,Anti-Bullying Specialist,,,,,"=""609-631-4162""",,,,,,,,1,1,1,,,,,,,"=""03096"""
"=""21""",MERCER,"=""1950""",Hamilton Township Public School District,"=""105""",George E. Wilson Elementary School,Ms.,Dereth,Sanchez-Ahmed,School Principal,dsanchez-ahmed@htsdnj.org,600 Park Avenue," ",HAMILTON,NJ,"=""08610-5012""",600 Park Avenue," ",HAMILTON,NJ,"=""08610-5012""",Mr.,Brendan,Maurice,Anti-Bullying Specialist,,,,,"=""609-631-4169""",1,1,1,1,1,1,1,,,,,,,,,,"=""03130"""
"=""21""",MERCER,"=""1950""",Hamilton Township Public School District,"=""110""",Greenwood Elementary School,Dr.,Nicole,Dickens-Simon,School Principal,ndickens-simon@htsdnj.org,2069 GREENWOOD AVENUE," ",HAMILTON,NJ,"=""08609-2328""",2069 GREENWOOD AVENUE," ",HAMILTON,NJ,"=""08609-2328""",Ms.,Ranea,Fouratt,Anti-Bullying Specialist,,,,,"=""609-631-4151""",1,1,1,1,1,1,1,,,,,,,,,,"=""03104"""
"=""21""",MERCER,"=""1950""",Hamilton Township Public School District,"=""050""",Hamilton East - Steinert,Mr.,Bryan,Rogers,School Principal,brogers@htsdnj.org,2900 KLOCKNER ROAD," ",HAMILTON,NJ,"=""08690""",2900 KLOCKNER ROAD," ",HAMILTON,NJ,"=""08690""",Ms.,Ann,Wilmot,Anti-Bullying Specialist,,,,,"=""609-631-4150""",,,,,,,,,,,1,1,1,1,,,"=""03090"""
"=""21""",MERCER,"=""1950""",Hamilton Township Public School District,"=""055""",Hamilton North - Nottingham,Mr.,Frank,Ragazzo,School Principal,fragazzo@htsdnj.org,1055 KLOCKNER ROAD," ",HAMILTON,NJ,"=""08619-3046""",1055 KLOCKNER ROAD," ",HAMILTON,NJ,"=""08619-3046""",Ms.,Jo Anne,Parker,Anti-Bullying Specialist,,,,,"=""609-631-4161""",,,,,,,,,,,1,1,1,1,,,"=""05933"""
"=""21""",MERCER,"=""1950""",Hamilton Township Public School District,"=""060""",Hamilton West-Watson,Mr.,Brian,Smith,School Principal,bsmith@htsdnj.org,2720 SOUTH CLINTON AVENUE," ",HAMILTON,NJ,"=""08610-5053""",2720 SOUTH CLINTON AVENUE," ",HAMILTON,NJ,"=""08610-5053""",Ms.,Lauren,Petraglia,Anti-Bullying Specialist,,,,,"=""609-631-4168""",,,,,,,,,,,1,1,1,1,,,"=""03092"""
"=""21""",MERCER,"=""1950""",Hamilton Township Public School District,"=""150""",Kisthardt Elementary School,Ms.,Diana,Vasil,School Principal,dvasil@htsdnj.org,215 HARCOURT DRIVE," ",HAMILTON,NJ,"=""08610-4213""",215 HARCOURT DRIVE," ",HAMILTON,NJ,"=""08610-4213""",Ms.,Kiera,McKee,Anti-Bullying Specialist,,,,,"=""609-631-4153""",1,1,1,1,1,1,1,,,,,,,,,,"=""03106"""
"=""21""",MERCER,"=""1950""",Hamilton Township Public School District,"=""160""",Klockner Elementary School,Dr.,Rashaan,Monroe,School Principal,rmonroe@htsdnj.org,830 KLOCKNER AVENUE," ",HAMILTON,NJ,"=""08619-2933""",830 KLOCKNER AVENUE," ",HAMILTON,NJ,"=""08619-2933""",Ms.,Mia,Long,Anti-Bullying Specialist,,,,,"=""609-631-4154""",1,1,1,1,1,1,1,,,,,,,,,,"=""03108"""
"=""21""",MERCER,"=""1950""",Hamilton Township Public School District,"=""170""",Kuser Elementary School,Ms.,Nydia,Peake,School Principal,npeake@htsdnj.org,70 NEWKIRK AVENUE," ",HAMILTON,NJ,"=""08629-1428""",70 NEWKIRK AVENUE," ",HAMILTON,NJ,"=""08629-1428""",Ms.,Jazmin,Roman,Anti-Bullying Specialist,,,,,"=""609-631-4155""",1,1,1,1,1,1,1,,,,,,,,,,"=""03110"""
"=""21""",MERCER,"=""1950""",Hamilton Township Public School District,"=""180""",Lalor Elementary School,Ms.,Jennifer,Marinello,School Principal,jmarinello@htsdnj.org,25 BARNT DEKLYN ROAD," ",HAMILTON,NJ,"=""08610-6632""",25 BARNT DEKLYN ROAD," ",HAMILTON,NJ,"=""08610-6632""",Ms.,Elizabeth,FrancoKopec,Anti-Bullying Specialist,,,,,"=""609-631-4156""",1,1,1,1,1,1,1,,,,,,,,,,"=""03112"""
"=""21""",MERCER,"=""1950""",Hamilton Township Public School District,"=""185""",Langtree Elementary School,Ms.,Joyce,Gallo,School Principal,jgallo@htsdnj.org,2080 WHATLEY ROAD," ",HAMILTON,NJ,"=""08690-3142""",2080 WHATLEY ROAD," ",HAMILTON,NJ,"=""08690-3142""",Ms.,Juliana,Rizzieri,Anti-Bullying Specialist,,,,,"=""609-631-4157""",,1,1,1,1,1,1,,,,,,,,,,"=""03114"""
"=""21""",MERCER,"=""1950""",Hamilton Township Public School District,"=""200""",McGalliard Elementary School,Ms.,Barbara,Morales,School Principal,bmorales@htsdnj.org,1600 ARENA DRIVE," ",HAMILTON,NJ,"=""08610-3205""",1600 ARENA DRIVE," ",HAMILTON,NJ,"=""08610-3205""",Ms.,Marcie,Tandy,Anti-Bullying Specialist,,,,,"=""609-631-4158""",,1,1,1,1,1,1,,,,,,,,,,"=""03116"""
"=""21""",MERCER,"=""1950""",Hamilton Township Public School District,"=""210""",Mercerville Elementary School,Mr.,Donna,Scarabaggio,School Principal,dscarabaggio@htsdnj.org,60 REGINA AVENUE," ",HAMILTON,NJ,"=""08619-2202""",60 REGINA AVENUE," ",HAMILTON,NJ,"=""08619-2202""",Ms.,Lauren,Tormey,Anti-Bullying Specialist,,,,,"=""609-631-4159""",,1,1,1,1,1,1,,,,,,,,,,"=""03118"""
"=""21""",MERCER,"=""1950""",Hamilton Township Public School District,"=""220""",Morgan Elementary School,Mr.,Michael,Giambelluca,School Principal,mgiambelluca@htsdnj.org,38 STAMFORD ROAD," ",HAMILTON,NJ,"=""08619-1446""",38 STAMFORD ROAD," ",HAMILTON,NJ,"=""08619-1446""",Mr.,Andrew,Moticha,Anti-Bullying Specialist,,,,,"=""609-631-4160""",,1,1,1,1,1,1,,,,,,,,,,"=""03120"""
"=""21""",MERCER,"=""1950""",Hamilton Township Public School District,"=""083""",Richard C Crockett Middle School,Mr.,Matthew,Finacchio,School Principal,mfinacchio@htsdnj.org,2631 KUSER ROAD," ",HAMILTON,NJ,"=""08691""",2631 KUSER ROAD," ",HAMILTON,NJ,"=""08691""",Ms.,Sarah,Loonan,Anti-Bullying Specialist,,,,,"=""609-631-4149""",,,,,,,,1,1,1,,,,,,,"=""06049"""
"=""21""",MERCER,"=""1950""",Hamilton Township Public School District,"=""225""",Robinson Elementary School,Ms.,Kristia,Greenberg,School Principal,kgreenberg@htsdnj.org,495 GROPP AVENUE," ",HAMILTON,NJ,"=""08610-2020""",495 GROPP AVENUE," ",HAMILTON,NJ,"=""08610-2020""",Ms.,Karen,Campioni,Anti-Bullying Specialist,,,,,"=""609-631-4163""",,1,1,1,1,1,1,,,,,,,,,,"=""03122"""
"=""21""",MERCER,"=""1950""",Hamilton Township Public School District,"=""240""",Sayen Elementary School,Ms.,Jessica,Young,School Principal,jyoung@htsdnj.org,3333 NOTTINGHAM WAY," ",HAMILTON,NJ,"=""08690-2603""",3333 NOTTINGHAM WAY," ",HAMILTON,NJ,"=""08690-2603""",Ms.,Jennifer,Hill,Anti-Bullying Specialist,,,,,"=""609-631-4164""",,1,1,1,1,1,1,,,,,,,,,,"=""03124"""
"=""21""",MERCER,"=""1950""",Hamilton Township Public School District,"=""245""",Sunnybrae Elementary School,Mr.,Roberto,Kesting,School Principal,rkesting@htsdnj.org,166 ELTON AVENUE," ",HAMILTON,NJ,"=""08620-1622""",166 ELTON AVENUE," ",HAMILTON,NJ,"=""08620-1622""",Ms.,Marcie,Bruey,Anti-Bullying Specialist,,,,,"=""609-631-4166""",,1,1,1,1,1,1,,,,,,,,,,"=""03126"""
"=""21""",MERCER,"=""1950""",Hamilton Township Public School District,"=""250""",University Heights Elementary School,Dr.,Michelle,Dailey,School Principal,mdailey@htsdnj.org,645 PAXSON AVENUE," ",HAMILTON,NJ,"=""08619""",645 PAXSON AVENUE," ",HAMILTON,NJ,"=""08619""",Ms.,Erin,Cosentino,Anti-Bullying Specialist,,,,,"=""609-631-4167""",1,1,1,1,1,1,1,,,,,,,,,,"=""03128"""
"=""21""",MERCER,"=""1950""",Hamilton Township Public School District,"=""260""",Yardville Elementary School,Mr.,Richard,Czyz,School Principal,rczyz@htsdnj.org,450 YARDVILLE  ALLENTOWN RD," ",HAMILTON,NJ,"=""08620""",450 YARDVILLE  ALLENTOWN RD," ",HAMILTON,NJ,"=""08620""",Ms.,Elizabeth,Lillo,Anti-Bullying Specialist,,,,,"=""609-631-4170""",1,1,1,1,1,1,1,,,,,,,,,,"=""03130"""
"=""21""",MERCER,"=""1950""",Hamilton Township Public School District,"=""270""",Yardville Heights Elementary School,Mr.,Jason,Chirichella,School Principal,jchirichella@htsdnj.org,3880 SOUTH BROAD STREET," ",HAMILTON,NJ,"=""08620-2502""",3880 SOUTH BROAD STREET," ",HAMILTON,NJ,"=""08620-2502""",Ms.,Jacqueline,Espenhorst,Anti-Bullying Specialist,,,,,"=""609-631-4171""",1,1,1,1,1,1,1,,,,,,,,,,"=""03132"""
"=""21""",MERCER,"=""2280""",Hopewell Valley Regional School District,"=""035""",Bear Tavern Elementary School,Mr.,Jay,Billy,School Principal,jaybilly@hvrsd.org,1162 BEAR TAVERN ROAD," ",TITUSVILLE,NJ,"=""08560-9633""",1162 BEAR TAVERN ROAD," ",TITUSVILLE,NJ,"=""08560-9633""",Ms.,Caitlin,Mastrangelo,Anti-Bullying Specialist,,,,,"=""609-737-4005""",1,1,1,1,1,1,1,,,,,,,,,,"=""03138"""
"=""21""",MERCER,"=""2280""",Hopewell Valley Regional School District,"=""055""",Hopewell Elementary School,Mr.,Scott,Brettell,School Principal,scottbrettell@hvrsd.org,35 PRINCETON AVENUE," ",HOPEWELL,NJ,"=""08525""",35 PRINCETON AVENUE," ",HOPEWELL,NJ,"=""08525""",Ms.,Ashley,LaRose,Anti-Bullying Specialist,,,,,"=""609-737-4007""",1,1,1,1,1,1,1,,,,,,,,,,"=""03142"""
"=""21""",MERCER,"=""2280""",Hopewell Valley Regional School District,"=""030""",Hopewell Valley Central High School,Ms.,Patricia,Riley,School Principal,patriciariley@hvrsd.org,259 PENNINGTON TITUSVILLE RD," ",PENNINGTON,NJ,"=""08534-9701""",259 PENNINGTON TITUSVILLE RD," ",PENNINGTON,NJ,"=""08534-9701""",Mr.,Christopher,Velderman,Anti-Bullying Specialist,,,,,"=""609-737-4003""",,,,,,,,,,,1,1,1,1,,,"=""03136"""
"=""21""",MERCER,"=""2280""",Hopewell Valley Regional School District,"=""065""",Stony Brook Elementary School,Ms.,Nicole,Gianfredi,School Principal,nicolegianfredi@hvrsd.org,20 STEPHENSON ROAD," ",PENNINGTON,NJ,"=""08534""",20 STEPHENSON ROAD," ",PENNINGTON,NJ,"=""08534""",Ms.,Alyssa,Ranallo,Anti-Bullying Specialist,,,,,"=""609-737-4006""",1,1,1,1,1,1,1,,,,,,,,,,"=""00503"""
"=""21""",MERCER,"=""2280""",Hopewell Valley Regional School District,"=""075""",Timberlane Middle School,Mr.,Christopher,Turnbull,School Principal,christopherturnbull@hvrsd.org,51 S  TIMBERLANE DRIVE," ",PENNINGTON,NJ,"=""08534-1614""",51 S  TIMBERLANE DRIVE," ",PENNINGTON,NJ,"=""08534-1614""",Ms.,Jodi,Capman,Anti-Bullying Specialist,,,,,"=""609-737-4004""",,,,,,,,1,1,1,,,,,,,"=""03146"""
"=""21""",MERCER,"=""2280""",Hopewell Valley Regional School District,"=""040""",Toll Gate Grammar School,Ms.,Melissa,Lauri,School Principal,melissalauri@hvrsd.org,275 SO  MAIN STREET," ",PENNINGTON,NJ,"=""08534-2219""",275 SO  MAIN STREET," ",PENNINGTON,NJ,"=""08534-2219""",Ms.,Courtney,Schaefer,Anti-Bullying Specialist,,,,,"=""609-737-4008""",1,1,1,1,1,1,1,,,,,,,,,,"=""03140"""
"=""21""",MERCER,"=""2580""",Lawrence Township Public School District,"=""070""",Ben Franklin Elementary,Mr.,Geoffrey,Hewitt,School Principal,ghewitt@ltps.org,2939 PRINCETON PIKE," ",LAWRENCEVILLE,NJ,"=""08648-3224""",2939 PRINCETON PIKE," ",LAWRENCEVILLE,NJ,"=""08648-3224""",Ms.,Megan,Umbach,Anti-Bullying Specialist,,,,,"=""609-671-5540""",1,1,1,1,1,,,,,,,,,,,,"=""03156"""
"=""21""",MERCER,"=""2580""",Lawrence Township Public School District,"=""080""",Eldridge Park School,Ms.,Amy,Amiet,School Principal,aamiet@ltps.org,55 LAWN PARK AVE," ",LAWRENCEVILLE,NJ,"=""08648""",55 LAWN PARK AVE," ",LAWRENCEVILLE,NJ,"=""08648""",Mrs.,Patricia,Burns,Anti-Bullying Specialist,,,,,"=""609-671-5560""",1,1,1,1,1,,,,,,,,,,,,"=""06069"""
"=""21""",MERCER,"=""2580""",Lawrence Township Public School District,"=""040""",Lawrence High School,Dr.,David,Adam,School Principal,dadam@ltps.org,2525 PRINCETON PIKE," ",LAWRENCEVILLE,NJ,"=""08648-3631""",2525 PRINCETON PIKE," ",LAWRENCEVILLE,NJ,"=""08648-3631""",Mr.,Christian,D'Angelo,Anti-Bullying Specialist,,,,,"=""609-671-5510""",1,,,,,,,,,,1,1,1,1,,,"=""03152"""
"=""21""",MERCER,"=""2580""",Lawrence Township Public School District,"=""085""",Lawrence Intermediate School,Mrs.,Sharin,Rello,School Principal,srello@ltps.org,66 EGGERTS CROSSING ROAD," ",LAWRENCEVILLE,NJ,"=""08648-2804""",66 EGGERTS CROSSING ROAD," ",LAWRENCEVILLE,NJ,"=""08648-2804""",Ms.,Brittany,Myers,Anti-Bullying Specialist,,,,,"=""609-671-5530""",,,,,,1,1,1,,,,,,,,,"=""03160"""
"=""21""",MERCER,"=""2580""",Lawrence Township Public School District,"=""050""",Lawrence Middle School,Ms.,Mindy,Milavsky,School Principal,mmilavsky@ltps.org,2455 PRINCETON PIKE," ",LAWRENCEVILLE,NJ,"=""08648-3938""",2455 PRINCETON PIKE," ",LAWRENCEVILLE,NJ,"=""08648-3938""",Ms.,Taylor,Gallant,Anti-Bullying Specialist,,,,,"=""609-671-5520""",,,,,,,,,1,1,,,,,,,"=""03154"""
"=""21""",MERCER,"=""2580""",Lawrence Township Public School District,"=""090""",Lawrenceville Elementary School,Mrs.,Kristin,Burke,School Principal,kburke@ltps.org,40 CRAVEN LANE," ",LAWRENCEVILLE,NJ,"=""08648-1637""",40 CRAVEN LANE," ",LAWRENCEVILLE,NJ,"=""08648-1637""",Ms.,Melissa,Wall,Anti-Bullying Specialist,,,,,"=""609-671-5570""",1,1,1,1,1,,,,,,,,,,,,"=""03162"""
"=""21""",MERCER,"=""2580""",Lawrence Township Public School District,"=""100""",Slackwood Elementary School,Ms.,Ebony,Lattimer,School Principal,elattimer@ltps.org,2060 PRINCETON PIKE," ",LAWRENCEVILLE,NJ,"=""08648-4324""",2060 PRINCETON PIKE," ",LAWRENCEVILLE,NJ,"=""08648-4324""",Ms.,Kristin,Hopson,Anti-Bullying Specialist,,,,,"=""609-671-5580""",1,1,1,1,1,,,,,,,,,,,,"=""03164"""
"=""21""",MERCER,"=""1431""",Marie H. Katzenbach School for the Deaf,"=""300""",Marie H Katzenbach Elementary School for the Deaf,Ms.,Jody,Caseiro,School Principal,jody.caseiro@mksd.org,320 Sullivan Way," ",Trenton,NJ,"=""08628""",P.O. Box 535," ",Trenton,NJ,"=""08625-0535""",Ms.,Kathryn,Schreiber,Anti-Bullying Specialist,,,,,"=""609-530-3130""",1,1,1,1,1,1,1,,,,,,,,,,"="""""
"=""21""",MERCER,"=""1431""",Marie H. Katzenbach School for the Deaf,"=""001""",Marie H Katzenbach Middle/High School,Ms.,Susan,Keltgen,School Principal,susan.keltgen@mksd.org,320 Sullivan Way," ",Trenton,NJ,"=""08628-3405""",P.O. Box 535," ",Trenton,NJ,"=""08625-0535""",Mrs.,Lauren,Boose,Anti-Bullying Specialist,,,,,"=""609-530-3130""",,,,,,,,1,1,1,1,1,1,1,,,"="""""
"=""21""",MERCER,"=""3103""",Mercer County Special Services School District,"=""050""",Joseph F. Cappello School,Ms.,Carline,Mirthil,School Principal,cmirthil@mcsssd.us,1072 Old Trenton Road," ",Hamilton,NJ,"=""08690""",1072 Old Trenton Road," ",Hamilton,NJ,"=""08690""",,Cathy,Smeresky,Anti-Bullying Specialist,,,,,"=""609-588-8485""",1,1,1,1,1,,,,,,,,,,,,"=""05952"""
"=""21""",MERCER,"=""3103""",Mercer County Special Services School District,"=""070""",Mercer Elementary School,Ms.,Tammy,Lascar,School Principal,tlascar@mcsssd.us,1020 Old Trenton Road," ",Hamilton,NJ,"=""08690""",1020 Old Trenton Road," ",Hamilton,NJ,"=""08690""",,Amy,Felsher,Anti-Bullying Specialist,,,,,"=""609-570-1120""",,,,1,1,1,1,1,1,1,,,,,,,"=""06119"""
"=""21""",MERCER,"=""3103""",Mercer County Special Services School District,"=""055""",Mercer High School,Mr.,Brian,Kozakowski,School Principal,bkozakowski@mcsssd.us,1030 Old Trenton Road," ",Hamilton,NJ,"=""08690-1230""",1030 Old Trenton Road," ",Hamilton,NJ,"=""08690-1230""",Ms.,Heidi,Musick,Anti-Bullying Specialist,,,,,"=""609-588-8454""",,,,,,,,,,,1,1,1,1,1,,"=""06013"""
"=""21""",MERCER,"=""4255""",Princeton Public School District,"=""110""",Community Park School,Mrs.,Dineen,Gruchacz,School Principal,dineengruchacz@princetonk12.org,372 WITHERSPOON STREET," ",PRINCETON,NJ,"=""08540-3477""",372 WITHERSPOON STREET," ",PRINCETON,NJ,"=""08540-3477""",Mrs.,Elizabeth,Cameron,Anti-Bullying Specialist,,,,,"=""609-806-4230""",1,1,1,1,1,1,1,,,,,,,,,,"=""03192"""
"=""21""",MERCER,"=""4255""",Princeton Public School District,"=""070""",Johnson Park School,Mr.,TBD,TBD,School Principal,TBD@princetonk12.org,285 ROSEDALE ROAD," ",PRINCETON,NJ,"=""08540""",285 ROSEDALE ROAD," ",PRINCETON,NJ,"=""08540""",Mrs.,Kristin,Whitmore,Anti-Bullying Specialist,,,,,"=""609-806-4240""",1,1,1,1,1,1,1,,,,,,,,,,"=""00067"""
"=""21""",MERCER,"=""4255""",Princeton Public School District,"=""080""",Littlebrook School,Mr.,Luis,Ramirez,School Principal,luisramirez@princetonk12.org,39 MAGNOLIA LANE," ",PRINCETON,NJ,"=""08540-4013""",39 MAGNOLIA LANE," ",PRINCETON,NJ,"=""08540-4013""",Ms.,Jennifer,Walters,Anti-Bullying Specialist,,,,,"=""609-806-4250""",1,1,1,1,1,1,1,,,,,,,,,,"=""06034"""
"=""21""",MERCER,"=""4255""",Princeton Public School District,"=""050""",Princeton High School,Ms.,Cecilia,Birge,School Principal,ceciliabirge@princetonk12.org,151 MOORE STREET," ",PRINCETON,NJ,"=""08540-3312""",151 MOORE STREET," ",PRINCETON,NJ,"=""08540-3312""",Ms.,Diana,Lygas,Anti-Bullying Specialist,,,,,"=""609-806-4280""",,,,,,,,,,,1,1,1,1,,,"=""03182"""
"=""21""",MERCER,"=""4255""",Princeton Public School District,"=""085""",Princeton Middle School,Mr.,Jason,Burr,School Principal,jasonburr@princetonk12.org,217 WALNUT LANE," ",PRINCETON,NJ,"=""08540""",217 WALNUT LANE," ",PRINCETON,NJ,"=""08540""",Ms.,Vanessa,Bernal,Anti-Bullying Specialist,,,,,"=""609-806-4270""",,,,,,,,1,1,1,,,,,,,"=""03188"""
"=""21""",MERCER,"=""4255""",Princeton Public School District,"=""090""",Riverside School,Mr.,Max,Achtau,School Principal,maxachtau@princetonk12.org,58 RIVERSIDE DRIVE," ",PRINCETON,NJ,"=""08540-5425""",58 RIVERSIDE DRIVE," ",PRINCETON,NJ,"=""08540-5425""",Mr.,Ben,Samara,Anti-Bullying Specialist,,,,,"=""609-806-4260""",1,1,1,1,1,1,1,,,,,,,,,,"=""03190"""
"=""21""",MERCER,"=""5510""",Robbinsville Public School District,"=""040""",Pond Road Middle School,Mr.,Paul,Gizzo,School Principal,gizzo.paul@robbinsville.k12.nj.us,150 POND ROAD," ",ROBBINSVILLE,NJ,"=""08691""",150 POND ROAD," ",ROBBINSVILLE,NJ,"=""08691""",Mrs.,Lainie,Potter,Anti-Bullying Specialist,,,,,"=""609-632-0940""",1,,,,,,1,1,1,1,,,,,,,"=""00146"""
"=""21""",MERCER,"=""5510""",Robbinsville Public School District,"=""030""",Robbinsville High School,Ms.,Molly,Avery,School Principal,avery.molly@robbinsville.k12.nj.us,155 ROBBINSVILLE EDINBURG RD," ",ROBBINSVILLE,NJ,"=""08691""",155 ROBBINSVILLE EDINBURG RD," ",ROBBINSVILLE,NJ,"=""08691""",Mrs.,Anna,Hernandez,Anti-Bullying Specialist,,,,,"=""609-632-0950""",,,,,,,,,,,1,1,1,1,,,"=""00549"""
"=""21""",MERCER,"=""5510""",Robbinsville Public School District,"=""050""",Sharon School,Mrs.,Nicole,Bootier,School Administrator,bootier.nicole@robbinsville.k12.nj.us,234 SHARON ROAD," ",ROBBINSVILLE,NJ,"=""08691-9741""",234 SHARON ROAD," ",ROBBINSVILLE,NJ,"=""08691-9741""",Ms.,Jennifer,Ricciardi,Anti-Bullying Specialist,,,,,"=""609-632-0960""",1,1,1,1,1,1,,,,,,,,,,,"=""03252"""
"=""21""",MERCER,"=""5210""",Trenton Public School District,"=""307""",Arthur J. Holland Middle School,Mrs.,Melissa,Updegraff-Wyatt,School Principal,mwyatt@trenton.k12.nj.us,1001 West State St," ",Trenton,NJ,"=""08618""",1001 West State St," ",Trenton,NJ,"=""08618""",Ms.,Kristin,Ekstrom,Anti-Bullying Specialist,,,,,"=""609-656-4770""",,,,,,,,,1,1,,,,,,,"=""06144"""
"=""21""",MERCER,"=""5210""",Trenton Public School District,"=""250""",Battle Monument Intermediate School,Dr.,Najla,Solomon,School Principal,nsolomon@trenton.k12.nj.us,145 PENNINGTON AVENUE," ",TRENTON,NJ,"=""08618""",145 PENNINGTON AVENUE," ",TRENTON,NJ,"=""08618""",Ms.,Farah,Parker,Anti-Bullying Specialist,,,,,"=""609-503-9941""",,,,,,1,1,1,,,,,,,,,"=""03232"""
"=""21""",MERCER,"=""5210""",Trenton Public School District,"=""210""",Benjamin C Gregory Elementary School,Mrs.,Jeannette,McGill Harris,School Principal,jharris@trenton.k12.nj.us,500 RUTHERFORD AVENUE," ",TRENTON,NJ,"=""08618-4459""",500 RUTHERFORD AVENUE," ",TRENTON,NJ,"=""08618-4459""",Ms.,Paule,Toussaint,Anti-Bullying Specialist,,,,,"=""609-656-4740""",,1,1,1,1,,,,,,,,,,,,"=""03222"""
"=""21""",MERCER,"=""5210""",Trenton Public School District,"=""160""",Cadwalader Elementary School,Ms.,Alicia,Costanza,School Principal,acostanza@trenton.k12.nj.us,501 EDGEWOOD AVENUE," ",TRENTON,NJ,"=""08618""",501 EDGEWOOD AVENUE," ",TRENTON,NJ,"=""08618""",,Jessica,Hammond,Anti-Bullying Specialist,,,,,"=""609-656-4850""",,1,1,1,1,,,,,,,,,,,,"=""03214"""
"=""21""",MERCER,"=""5210""",Trenton Public School District,"=""030""",Capital City High School,Mr.,Dana,Williams,School Principal,dwilliamson@trenton.k12.nj.us,135 E. Hanover Street," ",TRENTON,NJ,"=""08618""",135 E. Hanover Street," ",TRENTON,NJ,"=""08618""",Mr.,Marc,Freeman,Anti-Bullying Specialist,,,,,"=""609-256-8190""",,,,,,,,,,,1,1,1,1,,1,"=""00449"""
"=""21""",MERCER,"=""5210""",Trenton Public School District,"=""280""",Carroll Robbins Elementary School,Mrs.,Zebbie,Belton,School Principal,zbelton@trenton.k12.nj.us,283 TYLER STREET," ",TRENTON,NJ,"=""08609""",283 TYLER STREET," ",TRENTON,NJ,"=""08609""",Mr.,Jane,Taylor,Anti-Bullying Specialist,,,,,"=""609-656-4910""",,1,1,1,1,,,,,,,,,,,,"=""03242"""
"=""21""",MERCER,"=""5210""",Trenton Public School District,"=""270""",Clara Parker Intermediate School,Mrs.,Lorcha,Lewis,School Principal,llewis@trenton.k12.nj.us,820 South Warren Street," ",Trenton,NJ,"=""08611-2840""",820 South Warren Street," ",Trenton,NJ,"=""08611-2840""",Ms.,Miriam,Toro-Maldonado,Anti-Bullying Specialist,,,,,"=""609-656-4880""",,,,,,1,1,1,,,,,,,,,"=""03238"""
